genes	BIO	RA	SB505	SU5402	Connectivity	Cols	Rows	Species
ENSDARG00000061621	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061629	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061634	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061638	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061641	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061660	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061664	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061665	1	1	1	1	4	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061688	1	1	0	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061690	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061699	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061710	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061714	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061718	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061725	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061728	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061735	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061736	0	1	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061737	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061741	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061746	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061757	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061759	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061761	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061762	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061764	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061778	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061796	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061797	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061804	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061817	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061829	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061830	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061841	0	1	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061848	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061850	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061862	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061890	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061896	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061909	0	1	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061915	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061916	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061918	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061923	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061936	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061948	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061951	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061952	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061960	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061963	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061974	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061977	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061985	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061989	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061992	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000061994	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062000	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062003	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062008	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062017	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062021	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062024	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062025	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062040	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062042	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062045	1	1	1	1	4	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062054	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062059	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062063	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062077	1	1	1	1	4	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062080	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062081	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062082	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062084	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062085	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062096	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062106	0	1	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062108	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062116	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062122	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062123	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062132	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062139	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062156	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062168	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062174	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062177	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062199	0	1	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062217	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062220	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062221	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062228	1	1	1	1	4	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062231	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062262	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062267	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062271	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062297	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062304	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062310	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062315	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062325	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062326	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062328	1	1	1	1	4	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062330	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062335	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062338	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062347	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062355	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062357	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062361	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062362	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062370	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062382	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062396	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062401	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062420	1	1	0	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062423	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062460	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062463	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062477	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062479	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062483	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062485	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062487	1	1	1	1	4	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062489	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062510	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062515	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062517	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062518	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062519	0	1	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062521	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062531	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062532	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062550	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062552	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062590	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062592	1	1	1	0	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062593	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062598	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062601	0	1	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062621	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062632	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062646	0	1	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062661	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062688	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062695	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062707	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062711	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062720	1	1	0	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062721	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062753	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062757	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062758	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062765	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062785	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062790	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062794	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062795	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062799	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062817	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062821	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062823	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062831	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062854	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062872	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062880	0	1	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062887	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062902	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062904	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062936	0	1	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062943	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062955	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062956	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062959	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062965	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062967	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062968	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062971	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062972	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062973	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062977	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062983	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062991	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062995	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000062997	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063005	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063008	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063014	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063037	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063050	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063056	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063068	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063075	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063076	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063079	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063088	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063095	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063097	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063133	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063144	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063145	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063153	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063155	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063157	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063167	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063182	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063191	1	1	1	1	4	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063194	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063197	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063211	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063230	1	1	1	1	4	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063244	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063253	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063255	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063270	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063283	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063285	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063288	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063292	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063295	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063297	1	1	0	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063299	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063300	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063313	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063332	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063333	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063341	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063344	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063347	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063352	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063354	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063371	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063385	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063414	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063417	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063435	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063436	1	1	1	1	4	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063466	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063481	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063509	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063527	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063555	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063563	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063570	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063580	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063583	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063588	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063596	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063621	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063626	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063661	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063670	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063682	0	1	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063684	0	1	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063690	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063711	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063713	0	1	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063726	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063731	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063895	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063899	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063905	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063908	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063910	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063911	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063912	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063914	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063916	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063917	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063921	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063922	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000063924	1	0	1	1	3	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067517	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067537	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067545	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067546	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067560	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067563	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067564	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067592	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067596	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067626	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067630	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067665	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067673	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067718	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067719	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067723	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067729	0	1	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067730	0	1	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067751	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067752	0	0	1	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067777	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067801	1	0	1	0	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067805	1	0	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067829	0	0	0	1	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067859	0	1	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067872	0	1	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067925	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067927	0	1	0	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067950	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067964	1	0	0	1	2	Zebrafish	RNASeq	Zebrafish RNASeq
ENSDARG00000067966	0	0	1	0	1	Zebrafish	RNASeq	Zebrafish RNASeq
